patch,champ,role,picks_by,bans_vs
16.06,Corki,bot,1,0
16.06,Galio,mid,0,1
16.06,Gnar,top,1,0
16.06,Lucian,bot,1,0
16.06,Mel,bot,1,0
16.06,Milio,sup,1,0
16.06,Nocturne,jng,0,1
16.06,Ryze,mid,1,0
16.06,Sion,top,0,1
16.06,Sivir,bot,1,0
16.06,Varus,bot,0,1
16.07,Varus,bot,1,6
16.07,Jayce,top,3,3
16.07,Neeko,sup,2,3
16.07,Pantheon,jng,1,4
16.07,Ezreal,bot,3,1
16.07,Karma,sup,1,3
16.07,Nocturne,jng,2,2
16.07,Orianna,mid,2,2
16.07,Rumble,top,1,3
16.07,Anivia,mid,0,3
16.07,Aurora,mid,1,2
16.07,Bard,sup,3,0
16.07,Gnar,top,1,2
16.07,Kennen,top,1,2
16.07,Lucian,bot,1,2
16.07,Mel,mid,0,3
16.07,Ryze,mid,1,2
16.07,Vayne,top,1,2
16.07,Xin Zhao,jng,2,1
16.07,Yunara,bot,3,0
16.07,Akali,mid,2,0
16.07,Ambessa,top,1,1
16.07,Jarvan IV,jng,1,1
16.07,LeBlanc,mid,1,1
16.07,Nautilus,sup,2,0
16.07,Renekton,top,2,0
16.07,Seraphine,sup,0,2
16.07,Syndra,mid,2,0
16.07,Vi,jng,2,0
16.07,Ahri,mid,1,0
16.07,Alistar,sup,1,0
16.07,Anivia,sup,1,0
16.07,Ashe,bot,0,1
16.07,Caitlyn,bot,1,0
16.07,K'Sante,top,1,0
16.07,Kai'Sa,bot,1,0
16.07,Lee Sin,jng,1,0
16.07,Milio,sup,1,0
16.07,Nami,sup,0,1
16.07,Rakan,sup,0,1
16.07,Sivir,bot,1,0
16.07,Skarner,jng,1,0
16.07,Sylas,mid,1,0
16.07,Taliyah,mid,0,1
16.07,Wukong,jng,1,0
16.08,Karma,sup,1,6
16.08,Nocturne,jng,2,4
16.08,Rumble,top,1,5
16.08,Vayne,top,1,5
16.08,Bard,sup,3,2
16.08,Varus,bot,0,5
16.08,Ashe,bot,0,4
16.08,Jarvan IV,jng,3,1
16.08,Jayce,top,3,1
16.08,Jhin,bot,2,2
16.08,Akali,mid,2,1
16.08,Nami,sup,1,2
16.08,Nautilus,sup,1,2
16.08,Skarner,jng,2,1
16.08,Ahri,mid,2,0
16.08,Ambessa,top,2,0
16.08,Anivia,mid,1,1
16.08,Caitlyn,bot,1,1
16.08,Kennen,top,0,2
16.08,LeBlanc,mid,0,2
16.08,Lucian,bot,2,0
16.08,Renekton,top,1,1
16.08,Ryze,mid,1,1
16.08,Seraphine,sup,0,2
16.08,Sivir,bot,2,0
16.08,Syndra,mid,2,0
16.08,Vi,jng,1,1
16.08,Xin Zhao,jng,2,0
16.08,Alistar,sup,0,1
16.08,Anivia,top,1,0
16.08,Annie,mid,0,1
16.08,Aurora,mid,1,0
16.08,Blitzcrank,sup,1,0
16.08,Ezreal,bot,1,0
16.08,Gnar,top,1,0
16.08,Kai'Sa,bot,1,0
16.08,Lulu,sup,1,0
16.08,Maokai,jng,1,0
16.08,Milio,sup,1,0
16.08,Miss Fortune,bot,1,0
16.08,Neeko,sup,1,0
16.08,Orianna,mid,0,1
16.08,Sion,top,1,0
16.08,Viktor,mid,1,0
16.08,Yone,mid,1,0
16.08,Yunara,bot,1,0
16.08,Yuumi,sup,1,0
16.09,Orianna,mid,1,7
16.09,Rumble,top,0,7
16.09,Akali,mid,0,6
16.09,Jarvan IV,jng,1,5
16.09,Varus,bot,0,5
16.09,Lucian,bot,2,2
16.09,Ahri,mid,3,0
16.09,Aurora,mid,2,1
16.09,Bard,sup,2,1
16.09,Jayce,top,3,0
16.09,Miss Fortune,bot,3,0
16.09,Nautilus,sup,1,2
16.09,Pantheon,jng,2,1
16.09,Renekton,top,2,1
16.09,Ryze,mid,1,2
16.09,Sion,top,2,1
16.09,Anivia,mid,1,1
16.09,Cassiopeia,mid,1,1
16.09,Ezreal,bot,2,0
16.09,Karma,sup,0,2
16.09,LeBlanc,mid,0,2
16.09,Lulu,sup,2,0
16.09,Milio,sup,2,0
16.09,Nocturne,jng,2,0
16.09,Seraphine,sup,2,0
16.09,Twisted Fate,mid,0,2
16.09,Wukong,jng,1,1
16.09,Xin Zhao,jng,2,0
16.09,Yunara,bot,2,0
16.09,Anivia,top,1,0
16.09,Annie,mid,1,0
16.09,Ashe,bot,1,0
16.09,Azir,mid,0,1
16.09,Caitlyn,bot,0,1
16.09,Gnar,top,0,1
16.09,K'Sante,top,1,0
16.09,Lee Sin,jng,0,1
16.09,Maokai,jng,1,0
16.09,Mel,mid,0,1
16.09,Naafiri,jng,1,0
16.09,Neeko,sup,1,0
16.09,Sivir,bot,1,0
16.09,Skarner,jng,1,0
16.09,Syndra,mid,1,0
16.09,Vayne,top,1,0
16.09,Yuumi,sup,1,0
16.09,Zaahen,top,1,0
16.1,Lucian,bot,1,3
16.1,Cassiopeia,mid,0,3
16.1,Nocturne,jng,2,1
16.1,Rumble,top,0,3
16.1,Annie,mid,2,0
16.1,Aurora,mid,1,1
16.1,Jayce,top,1,1
16.1,Karma,sup,0,2
16.1,Varus,bot,0,2
16.1,Xin Zhao,jng,1,1
16.1,Ahri,mid,0,1
16.1,Ambessa,top,1,0
16.1,Anivia,mid,1,0
16.1,Aurora,top,1,0
16.1,Corki,bot,1,0
16.1,Ezreal,bot,1,0
16.1,Gnar,top,0,1
16.1,Gwen,top,1,0
16.1,Jarvan IV,jng,0,1
16.1,Jinx,bot,1,0
16.1,Lulu,sup,1,0
16.1,Milio,sup,1,0
16.1,Miss Fortune,bot,0,1
16.1,Nami,sup,1,0
16.1,Neeko,sup,1,0
16.1,Orianna,mid,1,0
16.1,Pantheon,jng,1,0
16.1,Rell,sup,1,0
16.1,Renekton,top,1,0
16.1,Ryze,mid,0,1
16.1,Sivir,bot,0,1
16.1,Skarner,jng,0,1
16.1,Vayne,top,0,1
16.1,Vi,jng,1,0
16.1,Yunara,bot,1,0
